Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.      
Vardas77933         Pavarde77933        10        1         4         9         0         5         10        4         10        8         1         10        5         6         4         2         
Vardas77934         Pavarde77934        1         1         3         7         10        3         4         5         2         9         1         10        7         1         1         4         
Vardas77935         Pavarde77935        0         4         4         8         5         10        1         6         2         3         3         7         7         8         7         8         
Vardas77936         Pavarde77936        1         2         2         1         4         2         6         8         2         7         3         10        3         10        5         10        
Vardas77937         Pavarde77937        1         9         7         6         10        5         9         7         2         4         7         8         1         0         2         0         
Vardas77938         Pavarde77938        6         6         7         7         10        3         5         6         8         0         1         3         1         6         0         5         
Vardas77939         Pavarde77939        4         6         4         3         6         8         5         7         6         4         7         2         6         9         1         7         
Vardas77940         Pavarde77940        9         4         4         5         5         7         4         6         7         3         2         9         2         5         3         1         
Vardas77941         Pavarde77941        8         0         8         4         10        8         5         6         8         4         1         1         4         3         4         2         
Vardas77942         Pavarde77942        9         3         8         0         10        7         1         5         2         8         4         9         3         10        3         10        
Vardas77943         Pavarde77943        4         3         0         10        3         2         8         8         0         8         4         2         9         6         1         8         
Vardas77944         Pavarde77944        1         3         6         5         10        9         0         0         8         2         7         3         4         5         10        0         
Vardas77945         Pavarde77945        6         7         7         7         3         7         3         3         6         7         3         1         6         5         10        10        
Vardas77946         Pavarde77946        10        0         8         3         6         2         10        3         6         3         3         3         5         8         5         6         
Vardas77947         Pavarde77947        10        8         2         3         3         5         1         10        0         3         9         9         5         7         0         10        
Vardas77948         Pavarde77948        5         3         1         6         1         1         7         0         6         4         10        7         0         0         6         8         
Vardas77949         Pavarde77949        3         2         0         0         6         4         3         1         5         1         3         4         0         5         3         6         
Vardas77950         Pavarde77950        5         4         7         3         4         5         2         6         2         3         9         10        10        8         9         0         
Vardas77951         Pavarde77951        3         4         8         6         3         4         8         9         1         6         5         9         8         3         3         3         
Vardas77952         Pavarde77952        2         0         6         8         6         5         4         8         10        7         9         10        5         0         7         1         
Vardas77953         Pavarde77953        10        1         7         10        0         7         1         8         4         10        2         10        7         6         7         4         
Vardas77954         Pavarde77954        0         5         9         0         3         5         10        0         0         10        10        5         5         5         6         5         
Vardas77955         Pavarde77955        9         10        10        1         8         7         6         3         10        1         10        1         3         6         8         6         
Vardas77956         Pavarde77956        3         5         6         8         1         10        2         10        0         7         6         3         5         4         10        8         
Vardas77957         Pavarde77957        4         7         5         3         3         7         8         2         0         8         10        4         10        4         1         3         
Vardas77958         Pavarde77958        6         10        8         5         6         8         3         0         5         6         3         9         6         0         9         5         
Vardas77959         Pavarde77959        10        7         7         3         7         2         7         0         7         4         10        7         2         3         6         2         
Vardas77960         Pavarde77960        2         7         3         8         6         9         7         6         10        1         0         7         2         10        6         9         
Vardas77961         Pavarde77961        10        5         10        0         3         1         7         7         0         3         4         7         0         8         8         10        
Vardas77962         Pavarde77962        10        2         8         5         9         1         2         2         0         6         7         9         1         5         4         7         
Vardas77963         Pavarde77963        3         5         8         8         4         4         2         10        0         0         3         6         2         2         3         5         
Vardas77964         Pavarde77964        8         0         4         8         8         9         9         2         6         5         9         7         5         5         7         0         
Vardas77965         Pavarde77965        6         8         6         6         7         6         5         8         2         3         9         0         9         10        8         0         
Vardas77966         Pavarde77966        9         3         2         6         8         7         9         2         7         10        1         0         8         5         7         2         
Vardas77967         Pavarde77967        7         0         4         10        3         3         6         9         9         6         8         7         4         9         10        2         
Vardas77968         Pavarde77968        3         4         0         9         6         9         3         7         0         10        7         1         6         4         0         9         
Vardas77969         Pavarde77969        2         9         2         7         9         4         7         7         5         9         7         6         3         2         5         4         
Vardas77970         Pavarde77970        0         3         4         2         5         5         8         1         1         8         2         2         1         9         8         9         
Vardas77971         Pavarde77971        4         6         2         9         7         6         0         4         9         3         10        10        3         6         5         4         
Vardas77972         Pavarde77972        4         6         8         4         8         10        3         1         9         10        2         7         9         6         9         6         
Vardas77973         Pavarde77973        3         1         4         3         2         8         10        10        6         5         7         2         5         7         10        10        
Vardas77974         Pavarde77974        2         3         2         9         4         1         6         7         6         8         0         10        4         3         6         1         
Vardas77975         Pavarde77975        8         1         8         2         7         7         6         8         5         9         5         1         1         6         8         7         
Vardas77976         Pavarde77976        1         0         2         7         8         1         5         5         10        4         6         7         9         2         2         3         
Vardas77977         Pavarde77977        1         3         10        8         3         8         1         6         8         7         0         7         1         1         2         2         
Vardas77978         Pavarde77978        5         6         9         8         2         8         5         9         5         9         5         5         4         2         0         0         
Vardas77979         Pavarde77979        9         6         3         6         2         7         6         10        3         10        6         2         3         7         0         10        
Vardas77980         Pavarde77980        4         8         2         10        3         1         8         6         8         4         0         6         3         9         4         8         
Vardas77981         Pavarde77981        7         5         5         1         9         0         7         5         0         6         9         8         1         3         10        6         
Vardas77982         Pavarde77982        8         8         6         1         7         4         1         2         5         3         9         6         8         1         5         1         
Vardas77983         Pavarde77983        9         0         9         2         4         9         1         0         9         6         10        3         3         10        6         6         
Vardas77984         Pavarde77984        8         1         6         9         7         5         5         2         10        5         3         7         2         10        2         3         
Vardas77985         Pavarde77985        4         10        6         5         2         7         7         2         1         0         2         6         0         4         9         3         
Vardas77986         Pavarde77986        10        2         6         8         2         4         6         1         9         9         3         3         2         10        6         8         
Vardas77987         Pavarde77987        5         2         1         1         8         6         1         1         8         10        2         8         2         10        10        8         
Vardas77988         Pavarde77988        6         8         3         9         8         3         9         4         2         5         8         6         0         1         5         1         
Vardas77989         Pavarde77989        3         7         1         5         7         7         10        10        5         2         8         7         4         1         3         1         
Vardas77990         Pavarde77990        1         3         2         6         5         8         6         1         7         0         2         8         5         1         2         10        
Vardas77991         Pavarde77991        5         5         2         2         10        5         1         1         9         9         0         2         5         6         6         3         
Vardas77992         Pavarde77992        8         9         10        8         8         2         9         4         3         5         7         4         2         7         9         10        
Vardas77993         Pavarde77993        4         10        3         1         5         4         7         7         3         1         1         10        4         6         5         10        
Vardas77994         Pavarde77994        0         8         10        6         5         4         8         5         1         3         7         3         9         3         9         0         
Vardas77995         Pavarde77995        4         2         0         0         2         2         6         5         8         4         1         5         8         7         10        2         
Vardas77996         Pavarde77996        10        1         10        6         3         4         1         6         10        2         1         0         6         1         5         2         
Vardas77997         Pavarde77997        3         6         10        1         4         7         2         5         9         9         2         7         7         2         4         3         
Vardas77998         Pavarde77998        7         6         10        9         3         2         3         9         8         3         5         3         3         0         2         3         
Vardas77999         Pavarde77999        7         2         5         6         2         0         9         5         3         9         5         7         6         10        8         5         
Vardas78000         Pavarde78000        9         8         6         10        6         1         2         0         8         7         7         3         7         3         10        10        
Vardas78001         Pavarde78001        8         10        10        3         9         7         1         6         9         1         0         4         5         9         9         9         
Vardas78002         Pavarde78002        10        2         5         2         5         6         4         6         1         5         2         4         6         9         3         1         
Vardas78003         Pavarde78003        6         7         4         5         6         6         8         8         7         8         2         1         10        2         5         5         
Vardas78004         Pavarde78004        2         7         8         10        7         9         1         0         6         1         0         3         2         8         6         4         
Vardas78005         Pavarde78005        7         5         6         3         1         4         6         3         8         6         6         6         9         9         7         2         
Vardas78006         Pavarde78006        5         6         9         1         6         4         10        3         9         0         9         6         8         2         4         6         
Vardas78007         Pavarde78007        10        3         7         0         6         5         10        4         8         5         7         0         8         8         1         2         
Vardas78008         Pavarde78008        9         3         0         8         4         8         6         2         2         3         5         1         6         2         1         2         
Vardas78009         Pavarde78009        5         1         10        3         4         6         0         10        3         2         8         4         1         1         0         4         
Vardas78010         Pavarde78010        2         2         5         3         2         6         0         10        9         7         5         10        2         9         5         10        
Vardas78011         Pavarde78011        1         7         3         10        1         3         4         7         1         5         2         1         6         1         9         1         
Vardas78012         Pavarde78012        0         0         3         9         2         2         2         8         7         4         1         1         8         8         5         8         
Vardas78013         Pavarde78013        8         8         2         1         8         8         6         6         2         1         9         7         8         1         3         7         
Vardas78014         Pavarde78014        9         0         4         1         1         1         0         8         1         5         0         6         4         6         8         3         
Vardas78015         Pavarde78015        4         3         4         2         4         1         2         4         1         5         10        10        3         5         10        1         
Vardas78016         Pavarde78016        6         2         6         2         5         9         6         3         4         10        5         5         8         5         5         3         
Vardas78017         Pavarde78017        5         5         10        7         7         6         2         5         1         4         10        4         10        0         10        2         
Vardas78018         Pavarde78018        10        7         4         9         1         1         3         3         3         1         1         9         0         5         8         7         
Vardas78019         Pavarde78019        1         4         3         5         1         6         4         9         5         1         8         5         9         6         7         7         
Vardas78020         Pavarde78020        6         9         8         0         6         8         10        10        9         7         3         10        4         3         1         8         
Vardas78021         Pavarde78021        1         0         10        5         9         1         3         5         3         10        4         9         9         10        0         1         
Vardas78022         Pavarde78022        2         9         10        0         1         9         6         5         2         4         2         8         3         1         9         2         
Vardas78023         Pavarde78023        8         8         10        9         8         7         4         2         5         2         6         3         9         4         7         9         
Vardas78024         Pavarde78024        4         0         3         5         4         9         6         6         6         2         0         2         2         1         3         2         
Vardas78025         Pavarde78025        7         5         3         5         7         8         2         5         3         3         4         2         5         7         4         9         
Vardas78026         Pavarde78026        6         8         4         0         8         2         0         5         2         1         9         9         1         2         0         2         
Vardas78027         Pavarde78027        4         3         8         5         6         9         9         1         10        1         1         4         1         2         0         2         
Vardas78028         Pavarde78028        6         7         9         2         9         7         9         8         2         2         8         2         7         2         0         3         
Vardas78029         Pavarde78029        9         9         5         1         6         3         9         8         2         10        2         8         10        0         8         4         
Vardas78030         Pavarde78030        4         5         8         7         8         4         7         7         9         3         10        2         4         10        5         3         
Vardas78031         Pavarde78031        2         6         1         8         6         3         0         9         5         6         1         6         4         1         2         9         
Vardas78032         Pavarde78032        1         1         4         3         8         1         8         10        7         7         9         6         5         9         6         9         
Vardas78033         Pavarde78033        7         5         9         0         3         8         2         5         2         8         9         7         4         4         10        8         
Vardas78034         Pavarde78034        5         1         1         2         7         1         7         4         3         2         2         5         5         1         2         8         
Vardas78035         Pavarde78035        5         1         3         0         3         2         2         9         10        2         7         10        9         4         2         1         
Vardas78036         Pavarde78036        9         9         1         4         7         3         0         5         9         9         3         10        2         0         1         7         
Vardas78037         Pavarde78037        6         6         3         2         0         4         0         6         10        9         5         5         9         8         2         7         
Vardas78038         Pavarde78038        8         7         2         8         5         4         5         7         9         6         4         8         4         7         2         8         
Vardas78039         Pavarde78039        6         5         8         4         2         0         7         5         3         8         3         4         6         10        9         2         
Vardas78040         Pavarde78040        7         3         7         0         10        4         8         4         10        10        10        8         3         2         7         9         
Vardas78041         Pavarde78041        9         7         10        4         0         0         8         10        2         1         0         3         10        2         3         4         
Vardas78042         Pavarde78042        2         9         0         4         8         0         2         1         4         0         4         9         1         4         8         0         
Vardas78043         Pavarde78043        4         3         7         6         9         1         8         5         3         2         3         0         6         4         7         6         
Vardas78044         Pavarde78044        4         4         6         10        8         5         4         6         9         4         6         7         8         5         3         9         
Vardas78045         Pavarde78045        4         9         4         3         8         7         8         4         8         5         8         2         10        10        7         8         
Vardas78046         Pavarde78046        2         6         3         8         4         4         7         9         10        0         7         6         5         9         6         2         
Vardas78047         Pavarde78047        6         8         6         6         3         7         10        9         9         6         7         5         3         2         2         4         
Vardas78048         Pavarde78048        3         0         2         4         0         2         3         6         3         8         10        10        2         4         4         2         
Vardas78049         Pavarde78049        8         7         4         1         5         5         7         5         7         6         7         9         5         6         10        4         
Vardas78050         Pavarde78050        2         8         2         2         6         0         2         0         5         2         9         4         10        2         2         9         
Vardas78051         Pavarde78051        1         6         5         8         6         8         6         9         1         10        6         9         8         2         8         0         
Vardas78052         Pavarde78052        2         0         2         4         10        6         9         1         1         5         5         2         8         8         10        4         
Vardas78053         Pavarde78053        2         10        3         9         9         2         5         10        0         8         7         2         8         4         3         1         
Vardas78054         Pavarde78054        3         10        9         1         10        9         8         4         8         4         3         2         4         4         0         2         
Vardas78055         Pavarde78055        10        3         4         8         8         4         0         0         7         6         5         0         3         5         8         8         
Vardas78056         Pavarde78056        1         10        8         4         5         8         0         1         2         5         9         1         3         7         7         1         
Vardas78057         Pavarde78057        8         2         4         6         5         5         8         0         2         7         1         0         10        7         10        0         
Vardas78058         Pavarde78058        6         4         5         7         9         6         3         9         0         8         8         10        0         4         3         9         
Vardas78059         Pavarde78059        9         7         9         2         8         5         4         5         1         10        8         9         1         9         4         2         
Vardas78060         Pavarde78060        4         0         2         10        0         8         10        9         0         8         4         8         8         3         8         7         
Vardas78061         Pavarde78061        1         2         8         4         0         1         3         0         4         10        3         5         4         0         1         0         
Vardas78062         Pavarde78062        1         9         0         5         5         6         0         2         3         9         1         5         5         0         5         3         
Vardas78063         Pavarde78063        3         4         4         10        0         9         0         3         6         9         6         10        3         8         5         2         
Vardas78064         Pavarde78064        10        3         7         2         6         5         0         10        6         3         2         0         8         6         9         1         
Vardas78065         Pavarde78065        2         6         3         3         10        4         4         1         7         9         9         9         8         3         0         2         
Vardas78066         Pavarde78066        2         3         4         8         4         7         0         7         3         9         6         7         6         1         10        6         
Vardas78067         Pavarde78067        8         8         2         9         0         0         10        0         3         8         4         8         10        1         4         1         
Vardas78068         Pavarde78068        5         10        3         5         8         7         10        4         5         4         4         0         5         8         6         10        
Vardas78069         Pavarde78069        0         9         3         5         1         1         1         2         9         7         6         9         5         8         7         2         
Vardas78070         Pavarde78070        5         0         6         6         10        2         3         8         2         9         4         2         0         8         2         8         
Vardas78071         Pavarde78071        4         8         10        9         4         9         10        9         5         2         0         8         5         4         6         8         
Vardas78072         Pavarde78072        9         4         5         4         4         5         1         0         4         4         5         10        1         10        8         2         
Vardas78073         Pavarde78073        1         10        5         10        10        1         3         0         3         8         4         9         2         8         6         8         
Vardas78074         Pavarde78074        2         7         6         6         2         8         6         9         7         4         7         9         7         10        7         4         
Vardas78075         Pavarde78075        3         8         9         5         10        0         3         6         2         6         7         1         0         7         5         0         
Vardas78076         Pavarde78076        4         1         9         3         4         8         4         6         10        3         9         0         6         8         0         3         
Vardas78077         Pavarde78077        4         8         7         8         10        0         2         2         10        1         8         5         7         4         9         6         
Vardas78078         Pavarde78078        5         10        2         9         3         10        8         10        7         0         5         0         5         10        3         5         
Vardas78079         Pavarde78079        2         9         10        5         8         5         10        2         2         10        5         9         1         10        10        10        
Vardas78080         Pavarde78080        8         3         4         8         4         2         5         10        4         0         9         7         4         10        7         5         
Vardas78081         Pavarde78081        4         5         0         7         2         3         7         2         0         4         2         1         0         7         4         10        
Vardas78082         Pavarde78082        7         10        10        9         1         7         2         8         10        3         4         2         6         7         1         3         
Vardas78083         Pavarde78083        8         3         8         6         4         0         5         3         7         5         3         6         8         1         1         10        
Vardas78084         Pavarde78084        8         0         1         4         5         1         2         3         1         6         10        9         6         4         3         2         
Vardas78085         Pavarde78085        6         2         9         2         6         1         9         5         9         5         7         9         1         2         3         4         
Vardas78086         Pavarde78086        6         7         1         2         1         5         1         2         5         1         9         7         8         5         10        0         
Vardas78087         Pavarde78087        3         5         1         4         6         0         6         8         7         8         9         5         0         10        7         3         
Vardas78088         Pavarde78088        8         0         6         7         5         10        6         1         2         1         0         1         7         3         10        2         
Vardas78089         Pavarde78089        2         2         2         4         3         5         0         5         1         7         2         3         1         9         1         10        
Vardas78090         Pavarde78090        6         0         4         3         10        10        0         7         10        2         5         2         0         2         0         4         
Vardas78091         Pavarde78091        1         6         7         6         0         8         3         5         4         1         7         9         6         3         3         5         
Vardas78092         Pavarde78092        1         7         6         2         8         5         0         2         7         9         4         3         6         3         6         10        
Vardas78093         Pavarde78093        4         9         10        6         9         2         5         6         7         1         6         7         4         10        3         1         
Vardas78094         Pavarde78094        7         8         7         10        0         0         6         7         9         3         9         0         9         10        1         4         
Vardas78095         Pavarde78095        8         10        3         6         6         2         6         10        6         1         4         4         1         7         1         6         
Vardas78096         Pavarde78096        5         8         0         9         7         10        5         6         10        9         6         0         6         5         5         0         
Vardas78097         Pavarde78097        3         9         0         2         4         6         2         6         4         6         9         4         6         1         8         5         
Vardas78098         Pavarde78098        4         7         1         8         4         8         1         7         7         2         9         0         9         4         4         4         
Vardas78099         Pavarde78099        7         4         8         0         0         3         2         4         4         1         4         9         8         2         8         8         
Vardas78100         Pavarde78100        1         9         10        2         3         9         2         8         0         8         7         8         3         0         9         9         
Vardas78101         Pavarde78101        4         10        7         1         6         9         8         8         7         10        1         2         9         10        10        8         
Vardas78102         Pavarde78102        0         7         7         7         0         4         8         6         4         6         6         9         4         6         10        5         
Vardas78103         Pavarde78103        8         7         10        6         4         4         8         7         5         5         1         8         9         8         1         4         
Vardas78104         Pavarde78104        9         3         10        1         0         4         10        10        5         6         6         7         10        10        7         5         
Vardas78105         Pavarde78105        6         0         3         8         7         8         5         1         9         0         3         9         5         10        8         5         
Vardas78106         Pavarde78106        0         2         3         8         7         9         8         6         9         9         3         8         2         2         8         2         
Vardas78107         Pavarde78107        5         9         7         2         7         10        8         7         8         5         10        3         7         7         9         2         
Vardas78108         Pavarde78108        5         6         2         10        1         2         1         1         5         5         6         10        5         10        2         1         
Vardas78109         Pavarde78109        10        3         4         8         1         9         9         1         2         5         8         3         7         9         7         0         
Vardas78110         Pavarde78110        7         4         7         2         3         7         4         2         3         5         1         4         6         4         4         9         
Vardas78111         Pavarde78111        6         7         1         0         5         7         9         2         1         7         4         5         3         5         0         3         
Vardas78112         Pavarde78112        5         8         3         0         7         5         8         7         7         6         7         5         10        0         2         3         
Vardas78113         Pavarde78113        0         4         8         3         1         8         2         4         3         9         2         2         10        4         5         0         
Vardas78114         Pavarde78114        8         10        10        4         7         5         6         2         0         2         10        9         8         1         9         9         
Vardas78115         Pavarde78115        10        10        0         6         8         7         1         7         4         2         5         0         9         9         10        0         
Vardas78116         Pavarde78116        1         1         4         2         2         7         7         8         2         9         4         6         4         0         7         8         
Vardas78117         Pavarde78117        3         9         0         5         5         9         9         2         7         6         8         9         9         3         4         2         
Vardas78118         Pavarde78118        6         0         4         0         4         6         3         0         5         10        8         7         5         3         1         2         
Vardas78119         Pavarde78119        4         2         9         6         4         3         10        2         1         8         2         6         9         2         7         7         
Vardas78120         Pavarde78120        0         4         7         4         3         4         1         5         4         8         3         7         3         6         6         3         
Vardas78121         Pavarde78121        9         4         10        1         2         10        8         6         1         7         9         2         0         4         7         3         
Vardas78122         Pavarde78122        9         4         6         2         3         8         8         6         5         2         3         1         4         10        8         5         
Vardas78123         Pavarde78123        2         0         3         1         9         7         3         5         3         10        6         10        4         3         9         0         
Vardas78124         Pavarde78124        8         1         8         8         7         6         7         10        10        6         0         5         6         10        3         3         
Vardas78125         Pavarde78125        6         7         9         8         7         1         4         1         3         6         6         9         1         0         6         1         
Vardas78126         Pavarde78126        6         10        9         4         7         6         2         3         2         0         7         3         8         5         9         10        
Vardas78127         Pavarde78127        2         4         4         2         0         6         1         9         8         1         6         4         8         5         8         1         
Vardas78128         Pavarde78128        1         7         7         6         8         2         6         2         9         4         5         1         6         4         8         9         
Vardas78129         Pavarde78129        5         4         3         3         1         2         3         9         0         5         4         5         1         0         7         10        
Vardas78130         Pavarde78130        3         7         7         4         5         3         0         6         7         7         0         3         8         2         8         0         
Vardas78131         Pavarde78131        1         10        10        5         5         5         0         0         5         3         5         0         5         3         4         7         
Vardas78132         Pavarde78132        7         7         0         2         8         3         4         7         2         2         9         5         10        0         0         3         
Vardas78133         Pavarde78133        5         0         1         7         4         0         2         10        8         10        8         8         2         0         6         5         
Vardas78134         Pavarde78134        1         2         5         7         6         3         8         6         3         2         10        10        5         1         6         9         
Vardas78135         Pavarde78135        3         9         9         9         6         0         9         3         0         6         0         7         10        2         8         4         
Vardas78136         Pavarde78136        8         0         5         7         0         8         9         2         3         2         7         7         2         4         7         2         
Vardas78137         Pavarde78137        8         4         3         8         1         0         0         3         6         0         7         8         9         5         6         4         
Vardas78138         Pavarde78138        10        9         2         7         1         4         9         1         2         6         4         4         8         10        4         2         
Vardas78139         Pavarde78139        4         8         0         5         2         9         5         4         10        0         7         6         10        8         3         10        
Vardas78140         Pavarde78140        10        6         2         8         3         6         1         8         8         0         3         6         4         7         2         1         
Vardas78141         Pavarde78141        4         4         9         7         4         10        1         1         8         5         10        8         0         1         0         4         
Vardas78142         Pavarde78142        4         0         7         8         2         10        1         5         8         2         7         0         4         2         7         4         
Vardas78143         Pavarde78143        5         10        0         7         9         4         1         5         5         2         1         9         1         10        6         3         
Vardas78144         Pavarde78144        10        8         1         2         9         2         6         4         9         0         9         10        9         9         8         7         
Vardas78145         Pavarde78145        5         5         1         0         6         6         2         8         8         8         8         6         9         2         9         5         
Vardas78146         Pavarde78146        3         3         5         6         5         3         2         3         2         8         1         6         1         10        1         0         
Vardas78147         Pavarde78147        10        4         2         4         5         8         0         1         6         2         2         5         6         5         2         7         
Vardas78148         Pavarde78148        3         5         7         7         9         6         5         8         0         7         2         2         5         3         2         6         
Vardas78149         Pavarde78149        5         7         7         5         0         4         6         8         0         10        7         3         9         4         5         8         
Vardas78150         Pavarde78150        8         3         9         3         1         4         9         6         7         5         8         5         1         2         5         10        
Vardas78151         Pavarde78151        5         5         3         5         3         10        0         6         4         4         7         6         3         9         6         5         
Vardas78152         Pavarde78152        4         8         4         10        3         4         3         1         5         7         1         4         1         9         3         4         
Vardas78153         Pavarde78153        5         8         8         9         9         7         6         0         3         3         9         5         6         1         9         8         
Vardas78154         Pavarde78154        0         5         10        2         6         2         7         6         6         7         7         2         0         1         6         7         
Vardas78155         Pavarde78155        10        5         6         4         6         1         1         2         6         0         9         10        4         3         0         10        
Vardas78156         Pavarde78156        7         2         1         3         0         0         9         1         4         4         9         5         5         1         8         9         
