Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.      
Vardas7359          Pavarde7359         4         8         9         3         8         6         8         3         10        9         6         0         9         6         1         6         
Vardas7360          Pavarde7360         10        5         0         1         6         4         3         0         4         10        1         1         5         4         2         7         
Vardas7361          Pavarde7361         3         5         0         2         10        2         9         8         6         5         10        1         8         0         10        1         
Vardas7362          Pavarde7362         7         1         6         3         10        8         8         1         8         8         8         1         3         8         4         9         
Vardas7363          Pavarde7363         1         6         0         7         8         3         1         6         2         10        3         5         4         5         10        5         
Vardas7364          Pavarde7364         10        2         10        9         6         1         1         10        8         3         0         8         6         1         1         7         
Vardas7365          Pavarde7365         10        2         9         3         5         0         5         10        4         9         3         8         3         3         3         6         
Vardas7366          Pavarde7366         5         0         9         2         1         7         7         0         0         2         0         3         4         9         10        3         
Vardas7367          Pavarde7367         7         4         2         1         6         3         1         6         10        6         5         5         9         10        9         7         
Vardas7368          Pavarde7368         2         1         3         1         0         9         0         2         5         6         2         2         6         2         7         6         
Vardas7369          Pavarde7369         9         10        9         4         3         5         2         8         7         7         3         2         2         1         9         4         
Vardas7370          Pavarde7370         7         7         5         5         9         6         8         4         4         10        0         10        7         10        3         9         
Vardas7371          Pavarde7371         7         7         6         4         5         2         1         4         8         4         8         2         4         5         4         5         
Vardas7372          Pavarde7372         0         8         0         9         2         7         7         2         4         6         6         4         8         0         4         7         
Vardas7373          Pavarde7373         5         3         3         6         5         9         5         5         8         4         8         4         8         2         8         0         
Vardas7374          Pavarde7374         6         4         7         9         1         3         5         10        5         8         7         7         10        9         5         6         
Vardas7375          Pavarde7375         8         6         5         6         2         7         8         7         1         10        9         10        0         9         10        7         
Vardas7376          Pavarde7376         6         2         5         3         10        5         3         5         3         9         0         10        8         3         1         4         
Vardas7377          Pavarde7377         10        10        9         0         10        3         1         8         7         4         2         7         10        0         5         4         
Vardas7378          Pavarde7378         9         8         8         5         0         4         9         9         10        4         8         4         7         1         7         0         
Vardas7379          Pavarde7379         5         5         2         9         4         9         7         3         7         10        10        6         9         0         6         2         
Vardas7380          Pavarde7380         8         2         0         2         4         10        6         0         6         7         6         5         3         1         5         5         
Vardas7381          Pavarde7381         1         2         8         2         4         6         4         8         2         1         2         4         7         1         0         7         
Vardas7382          Pavarde7382         9         0         3         2         1         2         8         7         6         7         1         8         4         2         0         10        
Vardas7383          Pavarde7383         5         2         4         4         2         3         3         2         10        2         5         9         1         1         2         1         
Vardas7384          Pavarde7384         8         3         1         2         6         3         4         6         9         6         4         1         9         4         1         1         
Vardas7385          Pavarde7385         4         2         1         9         9         10        6         0         1         9         1         7         1         0         1         0         
Vardas7386          Pavarde7386         9         9         6         6         8         6         1         2         2         9         10        10        8         9         8         5         
Vardas7387          Pavarde7387         2         6         8         9         8         6         5         4         9         10        5         10        0         0         0         6         
Vardas7388          Pavarde7388         8         10        1         7         1         10        9         3         1         5         2         7         6         2         6         6         
Vardas7389          Pavarde7389         6         0         9         6         3         6         0         6         5         8         4         2         0         9         3         7         
Vardas7390          Pavarde7390         8         7         2         6         3         6         10        8         4         3         4         0         9         8         1         9         
Vardas7391          Pavarde7391         7         1         1         8         0         0         3         6         3         7         6         1         4         9         1         5         
Vardas7392          Pavarde7392         0         7         6         2         0         0         6         8         5         8         10        4         2         2         5         7         
Vardas7393          Pavarde7393         2         4         1         10        8         2         9         10        8         10        10        9         2         10        1         3         
Vardas7394          Pavarde7394         9         6         5         3         6         10        9         4         8         0         8         2         8         3         7         9         
Vardas7395          Pavarde7395         5         1         2         2         3         10        10        8         10        0         8         0         2         10        7         0         
Vardas7396          Pavarde7396         10        2         0         2         1         2         3         1         3         4         5         4         4         9         4         10        
Vardas7397          Pavarde7397         6         2         8         0         6         9         5         4         2         3         2         10        0         1         2         8         
Vardas7398          Pavarde7398         3         0         0         1         0         10        4         8         10        2         5         7         9         8         10        2         
Vardas7399          Pavarde7399         6         10        7         8         2         9         5         6         10        7         0         8         5         4         6         3         
Vardas7400          Pavarde7400         4         9         0         3         8         2         7         3         2         2         9         3         6         8         4         0         
Vardas7401          Pavarde7401         3         1         2         3         0         10        9         7         5         7         3         7         10        2         6         5         
Vardas7402          Pavarde7402         10        7         4         5         6         5         3         0         9         1         3         3         6         2         7         5         
Vardas7403          Pavarde7403         3         4         5         6         5         5         9         2         0         6         10        9         1         5         10        10        
Vardas7404          Pavarde7404         8         4         6         0         0         8         1         9         9         2         8         2         0         10        10        5         
Vardas7405          Pavarde7405         10        7         6         1         2         9         8         9         8         10        7         2         3         9         8         1         
Vardas7406          Pavarde7406         2         6         6         0         1         6         6         9         9         6         8         8         1         10        2         10        
Vardas7407          Pavarde7407         6         2         10        2         2         1         2         0         4         7         0         9         4         2         1         2         
Vardas7408          Pavarde7408         10        5         5         6         4         8         5         6         9         5         9         5         0         5         9         5         
Vardas7409          Pavarde7409         6         2         0         2         10        4         0         10        0         3         1         0         9         0         0         9         
Vardas7410          Pavarde7410         8         9         3         3         9         0         8         0         10        0         9         4         10        5         2         1         
Vardas7411          Pavarde7411         7         0         9         6         9         10        7         2         0         8         0         7         9         8         3         3         
Vardas7412          Pavarde7412         6         3         2         8         9         3         8         0         9         4         5         8         2         5         8         4         
Vardas7413          Pavarde7413         0         0         8         10        6         8         9         7         10        8         0         0         0         10        7         9         
Vardas7414          Pavarde7414         6         2         1         10        4         0         10        10        10        10        1         3         10        9         8         7         
Vardas7415          Pavarde7415         2         2         1         5         10        1         0         4         6         4         2         7         7         1         3         8         
Vardas7416          Pavarde7416         6         2         1         9         3         4         8         7         7         2         1         4         4         4         5         10        
Vardas7417          Pavarde7417         2         3         1         2         5         4         9         3         5         10        7         8         4         10        10        8         
Vardas7418          Pavarde7418         8         0         10        0         4         4         2         9         10        9         4         0         6         0         10        10        
Vardas7419          Pavarde7419         5         6         9         2         0         5         6         6         8         10        4         4         6         4         1         9         
Vardas7420          Pavarde7420         2         9         9         1         6         7         6         1         1         1         0         5         10        6         3         6         
Vardas7421          Pavarde7421         4         1         5         4         0         3         2         7         7         1         4         8         4         2         2         0         
Vardas7422          Pavarde7422         3         9         4         0         10        4         10        5         1         7         6         9         8         2         0         7         
Vardas7423          Pavarde7423         0         4         3         6         1         7         1         0         10        2         2         1         2         0         3         8         
Vardas7424          Pavarde7424         6         10        2         5         9         2         1         1         2         4         10        0         3         2         7         2         
Vardas7425          Pavarde7425         4         10        10        2         10        0         6         4         2         8         9         0         4         2         9         8         
Vardas7426          Pavarde7426         10        10        8         1         3         5         4         1         0         1         8         0         7         4         10        9         
Vardas7427          Pavarde7427         5         2         5         3         7         9         4         10        3         4         10        5         0         3         3         8         
Vardas7428          Pavarde7428         4         4         0         5         7         10        10        0         0         0         6         1         3         8         7         3         
Vardas7429          Pavarde7429         0         9         5         5         10        3         9         3         7         7         2         6         1         5         6         1         
Vardas7430          Pavarde7430         9         4         7         4         3         7         6         4         4         1         4         5         2         6         7         3         
Vardas7431          Pavarde7431         1         7         9         7         8         4         3         1         9         6         5         5         3         10        5         7         
Vardas7432          Pavarde7432         0         8         8         6         7         4         7         2         4         2         2         10        8         9         9         5         
Vardas7433          Pavarde7433         3         1         3         3         5         8         7         1         0         10        1         4         4         4         3         5         
Vardas7434          Pavarde7434         1         2         4         4         3         10        7         10        1         3         2         4         6         5         8         4         
Vardas7435          Pavarde7435         6         0         1         6         6         6         7         6         4         7         10        5         7         10        4         5         
Vardas7436          Pavarde7436         5         0         7         7         1         10        9         3         10        8         5         6         10        9         6         7         
Vardas7437          Pavarde7437         9         2         4         0         8         3         10        1         4         1         0         9         4         3         9         2         
Vardas7438          Pavarde7438         7         6         0         4         0         2         5         6         6         2         9         8         4         2         6         10        
Vardas7439          Pavarde7439         7         6         10        6         7         4         5         9         3         6         1         0         5         2         6         4         
Vardas7440          Pavarde7440         0         3         2         7         10        9         6         2         2         8         1         4         8         5         8         3         
Vardas7441          Pavarde7441         3         9         8         10        7         0         3         8         0         1         10        0         9         0         10        9         
Vardas7442          Pavarde7442         2         6         2         3         9         0         1         7         6         3         2         1         6         1         6         2         
Vardas7443          Pavarde7443         10        8         10        4         10        10        10        2         3         8         10        3         3         9         2         0         
Vardas7444          Pavarde7444         0         3         7         4         0         6         2         4         6         6         7         7         3         8         2         1         
Vardas7445          Pavarde7445         9         0         3         7         9         2         5         1         1         6         4         1         10        0         10        0         
Vardas7446          Pavarde7446         1         9         8         4         0         6         9         4         4         5         6         1         3         5         2         1         
Vardas7447          Pavarde7447         0         6         4         3         8         3         4         1         4         2         3         7         4         7         0         9         
Vardas7448          Pavarde7448         6         8         1         3         6         8         7         8         10        1         6         8         6         10        7         5         
Vardas7449          Pavarde7449         7         1         3         5         0         10        3         0         0         10        4         10        5         0         4         10        
Vardas7450          Pavarde7450         0         2         6         2         6         9         9         2         10        2         7         1         3         1         10        10        
Vardas7451          Pavarde7451         0         6         6         8         5         3         6         5         0         3         2         4         0         3         5         7         
Vardas7452          Pavarde7452         0         1         1         6         10        2         3         7         0         10        1         6         2         8         3         3         
Vardas7453          Pavarde7453         5         2         5         0         6         4         10        9         6         10        2         8         4         9         5         7         
Vardas7454          Pavarde7454         10        1         1         6         3         3         4         10        7         8         6         7         10        8         2         10        
Vardas7455          Pavarde7455         7         2         9         4         4         8         3         0         9         5         5         3         10        1         1         7         
Vardas7456          Pavarde7456         5         0         1         3         1         4         5         3         4         6         8         2         10        4         9         4         
Vardas7457          Pavarde7457         9         1         4         2         4         10        8         5         4         5         1         8         4         5         3         8         
Vardas7458          Pavarde7458         3         1         2         5         0         10        2         2         6         9         3         10        2         1         3         5         
Vardas7459          Pavarde7459         4         10        7         7         3         8         0         0         2         0         7         8         0         9         10        7         
Vardas7460          Pavarde7460         7         8         0         8         0         7         2         4         0         3         5         10        4         10        5         9         
Vardas7461          Pavarde7461         1         6         0         8         1         6         8         10        6         5         9         8         10        3         6         2         
Vardas7462          Pavarde7462         5         9         9         7         3         8         0         5         5         7         0         4         10        3         3         2         
Vardas7463          Pavarde7463         5         6         2         0         0         9         9         8         6         9         6         1         3         6         3         7         
Vardas7464          Pavarde7464         3         2         0         1         6         3         3         10        10        0         2         1         10        1         4         7         
Vardas7465          Pavarde7465         8         10        7         4         5         8         5         3         6         8         2         2         1         8         9         6         
Vardas7466          Pavarde7466         1         9         0         8         9         9         7         3         2         5         1         0         6         5         8         1         
Vardas7467          Pavarde7467         9         2         9         5         1         9         6         3         2         6         9         10        1         4         2         7         
Vardas7468          Pavarde7468         8         0         0         5         10        8         8         1         0         5         5         3         4         6         5         10        
Vardas7469          Pavarde7469         6         10        3         1         3         9         10        7         7         1         1         10        2         5         2         3         
Vardas7470          Pavarde7470         0         1         6         9         8         3         1         10        6         0         7         5         5         0         5         3         
Vardas7471          Pavarde7471         10        6         4         10        1         6         3         3         3         6         10        9         2         0         7         1         
Vardas7472          Pavarde7472         2         6         4         2         1         8         0         9         10        5         1         7         0         9         10        8         
Vardas7473          Pavarde7473         2         6         5         1         0         0         4         5         5         1         1         9         8         0         0         4         
Vardas7474          Pavarde7474         6         8         8         4         5         5         5         7         5         8         5         10        5         2         7         7         
Vardas7475          Pavarde7475         1         4         1         9         6         9         0         2         4         7         10        3         4         7         10        3         
Vardas7476          Pavarde7476         3         7         5         1         7         0         1         9         10        5         6         4         5         3         1         1         
Vardas7477          Pavarde7477         7         8         8         5         6         5         3         10        10        10        1         10        3         0         9         7         
Vardas7478          Pavarde7478         9         0         5         7         3         6         4         4         2         7         10        2         8         6         0         7         
Vardas7479          Pavarde7479         3         8         4         1         4         1         1         9         0         4         4         1         0         9         6         3         
Vardas7480          Pavarde7480         2         2         9         0         8         1         6         10        10        4         6         4         1         2         3         0         
Vardas7481          Pavarde7481         10        9         10        4         0         6         3         7         10        0         10        3         6         6         3         3         
Vardas7482          Pavarde7482         1         6         3         5         0         0         2         9         0         6         7         9         8         6         5         1         
Vardas7483          Pavarde7483         6         5         3         1         2         3         4         1         10        7         3         2         6         9         0         8         
Vardas7484          Pavarde7484         4         6         9         9         1         3         5         2         9         2         9         9         10        4         8         10        
Vardas7485          Pavarde7485         10        10        9         0         3         0         0         4         6         4         5         9         3         8         2         2         
Vardas7486          Pavarde7486         3         0         9         2         8         9         8         9         4         4         9         0         2         4         0         10        
Vardas7487          Pavarde7487         8         9         0         9         3         0         10        2         0         3         2         2         2         7         8         8         
Vardas7488          Pavarde7488         9         10        6         8         6         10        8         7         7         4         7         6         0         1         10        4         
Vardas7489          Pavarde7489         9         1         3         0         8         6         5         9         6         7         8         4         9         3         4         10        
Vardas7490          Pavarde7490         3         9         3         6         10        1         2         1         10        1         9         6         7         8         8         9         
Vardas7491          Pavarde7491         6         7         5         2         4         8         9         7         1         6         7         1         6         5         7         10        
Vardas7492          Pavarde7492         9         4         1         0         1         4         10        5         1         4         8         7         7         0         9         8         
Vardas7493          Pavarde7493         6         4         1         6         7         6         6         3         4         4         4         9         8         0         0         8         
Vardas7494          Pavarde7494         6         1         6         4         3         9         6         5         7         10        8         8         5         7         6         10        
Vardas7495          Pavarde7495         0         6         9         6         3         6         10        0         6         7         9         6         2         6         8         0         
Vardas7496          Pavarde7496         5         8         10        9         3         10        5         4         6         3         1         6         6         1         0         7         
Vardas7497          Pavarde7497         0         2         3         4         4         9         2         0         6         4         5         5         8         1         8         4         
Vardas7498          Pavarde7498         9         0         9         2         8         3         3         8         10        6         7         10        0         3         1         0         
Vardas7499          Pavarde7499         1         7         9         4         5         3         9         9         1         8         0         3         3         9         7         6         
Vardas7500          Pavarde7500         0         6         3         0         7         7         2         10        2         6         6         9         7         3         1         1         
Vardas7501          Pavarde7501         3         2         3         8         8         1         4         8         8         4         2         10        0         6         3         6         
Vardas7502          Pavarde7502         1         9         1         2         5         7         10        0         6         3         5         4         4         2         5         10        
Vardas7503          Pavarde7503         3         3         8         2         6         1         6         1         8         6         3         10        7         1         7         2         
Vardas7504          Pavarde7504         3         0         8         1         3         4         6         4         9         1         1         0         1         1         6         9         
Vardas7505          Pavarde7505         4         10        6         9         3         9         3         8         7         4         10        10        7         2         9         0         
Vardas7506          Pavarde7506         2         9         1         8         10        1         6         5         0         4         3         5         4         7         9         4         
Vardas7507          Pavarde7507         8         5         9         3         0         2         1         1         9         10        2         9         0         4         9         4         
Vardas7508          Pavarde7508         2         3         5         5         4         0         0         3         8         3         4         0         9         10        2         0         
Vardas7509          Pavarde7509         1         10        5         3         9         1         8         8         10        7         8         0         5         1         10        6         
Vardas7510          Pavarde7510         5         5         5         9         8         1         3         4         0         6         0         4         4         1         8         0         
Vardas7511          Pavarde7511         9         3         8         0         0         3         7         7         5         3         1         9         1         9         7         5         
Vardas7512          Pavarde7512         8         9         10        1         9         2         8         5         2         10        8         0         6         3         4         7         
Vardas7513          Pavarde7513         3         8         1         3         5         7         1         9         8         10        10        6         9         3         1         8         
Vardas7514          Pavarde7514         6         7         10        4         2         7         8         9         5         6         1         7         9         0         6         1         
Vardas7515          Pavarde7515         3         4         9         4         6         6         6         4         8         9         9         0         1         0         5         3         
Vardas7516          Pavarde7516         9         6         0         4         9         1         2         5         6         1         2         0         4         1         10        6         
Vardas7517          Pavarde7517         6         1         5         3         8         6         4         5         4         4         1         1         0         9         0         8         
Vardas7518          Pavarde7518         4         4         7         2         10        2         3         9         10        1         1         4         8         3         7         9         
Vardas7519          Pavarde7519         2         5         6         8         9         2         5         7         9         3         9         3         8         4         5         0         
Vardas7520          Pavarde7520         4         9         2         4         0         1         1         10        10        1         3         3         8         8         5         4         
Vardas7521          Pavarde7521         6         6         2         7         1         10        0         0         6         9         9         7         0         1         8         3         
Vardas7522          Pavarde7522         9         10        5         8         6         8         0         6         8         7         7         2         0         1         5         2         
Vardas7523          Pavarde7523         7         7         8         7         0         2         8         10        10        3         2         3         3         6         3         0         
Vardas7524          Pavarde7524         9         1         4         5         10        4         8         10        10        7         8         8         1         4         5         4         
Vardas7525          Pavarde7525         4         9         10        6         10        5         5         8         3         3         7         4         7         9         3         6         
Vardas7526          Pavarde7526         9         6         3         2         3         6         6         4         4         5         1         6         9         2         6         7         
Vardas7527          Pavarde7527         9         8         3         6         5         8         7         6         3         10        5         4         3         8         0         8         
Vardas7528          Pavarde7528         10        10        1         0         1         2         0         0         1         9         3         0         2         8         10        8         
Vardas7529          Pavarde7529         8         4         5         8         9         8         1         9         3         0         7         0         1         10        5         10        
Vardas7530          Pavarde7530         10        7         2         9         1         3         0         8         3         8         9         2         6         10        2         8         
Vardas7531          Pavarde7531         2         8         1         6         6         2         7         0         7         7         9         2         1         1         9         7         
Vardas7532          Pavarde7532         1         0         7         7         9         8         9         9         0         0         4         5         7         5         7         7         
Vardas7533          Pavarde7533         10        7         6         2         7         5         3         4         5         3         2         6         2         9         0         9         
Vardas7534          Pavarde7534         2         0         8         8         0         5         4         10        0         0         9         8         2         5         9         0         
Vardas7535          Pavarde7535         10        8         8         5         2         7         5         4         0         6         10        3         10        8         4         1         
Vardas7536          Pavarde7536         7         4         1         7         2         8         8         10        8         4         2         6         9         8         6         1         
Vardas7537          Pavarde7537         8         1         0         0         5         2         0         0         3         7         2         2         5         3         10        4         
Vardas7538          Pavarde7538         9         3         7         2         3         3         6         1         4         0         2         5         10        7         9         1         
Vardas7539          Pavarde7539         2         9         0         10        3         1         7         5         3         5         0         4         1         2         8         7         
Vardas7540          Pavarde7540         5         4         0         1         0         7         7         9         1         8         2         7         4         10        1         1         
Vardas7541          Pavarde7541         9         4         9         5         3         10        8         9         2         4         9         2         0         5         9         9         
Vardas7542          Pavarde7542         8         6         2         2         10        3         5         4         6         0         2         5         4         3         8         9         
Vardas7543          Pavarde7543         0         5         10        2         0         0         9         8         2         10        8         10        3         7         8         1         
Vardas7544          Pavarde7544         9         1         7         6         5         3         9         4         2         10        9         5         2         1         10        3         
Vardas7545          Pavarde7545         6         7         9         6         9         5         8         7         8         0         6         9         10        8         8         6         
Vardas7546          Pavarde7546         9         2         5         6         4         4         0         2         2         5         5         5         8         0         8         0         
Vardas7547          Pavarde7547         4         9         6         8         7         1         7         5         1         2         8         8         6         1         7         7         
Vardas7548          Pavarde7548         7         10        8         6         9         9         3         0         8         10        0         1         10        10        8         6         
Vardas7549          Pavarde7549         8         0         9         6         5         2         8         8         4         8         5         9         10        6         10        6         
Vardas7550          Pavarde7550         5         8         9         3         2         0         1         1         2         2         6         1         8         9         8         6         
Vardas7551          Pavarde7551         9         8         7         3         9         10        7         8         4         8         7         4         6         5         10        10        
Vardas7552          Pavarde7552         3         2         6         10        6         6         2         4         4         6         3         7         10        2         2         6         
Vardas7553          Pavarde7553         0         0         6         9         4         2         3         5         7         8         3         3         3         9         4         1         
Vardas7554          Pavarde7554         4         8         1         10        2         3         0         2         9         9         0         6         1         6         0         2         
Vardas7555          Pavarde7555         0         5         10        4         8         2         6         10        0         6         4         0         4         0         10        4         
Vardas7556          Pavarde7556         8         8         7         5         7         9         9         8         8         8         1         10        8         1         2         2         
Vardas7557          Pavarde7557         8         9         6         0         4         8         9         4         9         3         0         7         8         7         1         6         
Vardas7558          Pavarde7558         4         8         6         6         0         3         6         10        2         7         1         0         1         8         1         8         
Vardas7559          Pavarde7559         4         9         0         1         5         8         0         7         7         6         6         3         3         1         0         10        
Vardas7560          Pavarde7560         6         7         9         1         6         0         3         7         8         0         3         9         6         6         9         0         
Vardas7561          Pavarde7561         6         5         10        4         9         9         10        10        5         4         0         5         2         1         4         4         
Vardas7562          Pavarde7562         2         5         4         9         1         5         2         8         1         9         10        2         6         3         5         9         
Vardas7563          Pavarde7563         6         8         5         9         0         5         10        1         0         4         7         4         1         2         3         10        
Vardas7564          Pavarde7564         5         6         7         5         0         0         6         9         3         2         1         8         6         1         9         5         
Vardas7565          Pavarde7565         5         4         9         1         0         1         3         8         2         0         2         7         6         5         9         5         
Vardas7566          Pavarde7566         4         9         10        3         3         3         4         6         0         8         10        7         9         9         10        7         
Vardas7567          Pavarde7567         4         0         0         3         2         0         7         2         2         10        4         10        7         6         3         1         
Vardas7568          Pavarde7568         7         9         3         5         10        10        3         9         1         6         1         3         2         8         7         7         
Vardas7569          Pavarde7569         9         6         9         4         3         5         1         0         4         1         7         9         6         4         1         0         
Vardas7570          Pavarde7570         4         3         4         3         3         10        8         2         8         8         3         1         9         10        6         9         
Vardas7571          Pavarde7571         3         3         8         0         0         10        1         9         2         4         8         9         8         1         4         7         
Vardas7572          Pavarde7572         5         10        3         7         8         7         4         7         1         7         4         8         6         9         7         8         
Vardas7573          Pavarde7573         4         8         6         3         5         0         9         7         9         6         9         10        3         6         3         5         
Vardas7574          Pavarde7574         6         7         10        6         8         5         4         5         6         6         0         2         0         1         8         0         
Vardas7575          Pavarde7575         0         3         4         3         1         10        4         9         4         6         2         4         10        0         7         0         
Vardas7576          Pavarde7576         6         3         10        7         4         8         7         9         9         0         3         7         2         3         8         0         
Vardas7577          Pavarde7577         3         4         4         10        0         8         6         2         7         6         2         8         5         2         4         1         
Vardas7578          Pavarde7578         6         1         3         2         6         1         3         0         4         10        8         5         9         2         10        7         
Vardas7579          Pavarde7579         5         5         6         10        7         9         7         1         0         8         7         0         4         8         6         3         
Vardas7580          Pavarde7580         5         10        5         9         1         8         7         1         0         0         2         0         0         1         3         4         
Vardas7581          Pavarde7581         2         0         6         5         0         7         1         3         7         6         3         6         1         8         4         0         
Vardas7582          Pavarde7582         9         6         5         6         7         10        0         5         4         9         3         4         0         3         1         2         
